EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn
2467,38,1,Yes,$50.53 ,40,Salary,105102.4,89,Healthcare,Male,Divorced,3,N/A,Mail Check,Yes
2468,42,2,Yes,$73.76 ,40,Salary,153420.8,22,Sales,Female,Single,9,15,Mail Check,N/A
2469,41,6,Yes,$64.84 ,40,Salary,134867.2,70,Research,Female,Single,9,18,Mail Check,N/A
2470,44,20,No,$79.34 ,40,Salary,165027.2,43,Manufacturing,Female,Married,2,11,Mailed Check,Yes
2471,56,10,No,$65.46 ,40,Salary,136156.8,-15,Sales,Male,Married,5,N/A,Mail Check,Yes
2472,33,4,No,$23.38 ,40,Salary,48630.4,1,Research,Female,Married,4,N/A,Mail Check,Yes
2473,46,13,No,$79.81 ,40,Salary,166004.8,50,Manufacturing,Female,Divorced,9,15,DirectDeposit,Yes
2474,56,5,No,$81.42 ,40,Salary,169353.6,-12,Research,Female,Married,7,21,Mailed Check,Yes
2475,37,2,No,$70.75 ,40,Salary,147160,43,Laboratory,Female,Single,6,19,Mailed Check,N/A
2476,56,7,No,$64.12 ,40,Salary,133369.6,73,Marketing,Male,Single,2,25,DirectDeposit,N/A
2477,55,18,No,$84.02 ,40,Salary,174761.6,39,Healthcare,Female,Divorced,2,23,Mail Check,Yes
2478,54,7,Yes,$92.98 ,40,Salary,333398.4,40,Research,Female,Divorced,9,21,Mailed Check,Yes
2479,22,1,Yes,$17.92 ,40,Salary,37273.6,24,Laboratory,Female,Single,2,10,DirectDeposit,Yes
2480,24,1,No,$17.64 ,40,Salary,36691.2,250,Research,Female,Married,3,17,Mailed Check,N/A
2481,45,8,Yes,$92.82 ,40,Salary,333065.6,30,Research,Female,Married,7,23,DirectDeposit,Yes
2482,32,9,Yes,$29.15 ,40,Salary,58481.6,23,Manufacturing,Female,Married,1,6,Mail Check,Yes
2483,35,1,No,$22.97 ,40,Salary,47777.6,61,Healthcare,Male,Married,1,N/A,Mail_Check,N/A
2484,40,5,Yes,$41.62 ,40,Salary,86569.6,250,Laboratory,Male,Single,5,5,Mail Check,Yes
2485,54,5,No,$36.74 ,40,Salary,76433.2,250,Manufacturing,Female,Divorced,6,23,Mail Check,Yes
2486,55,19,No,$70.11 ,40,Salary,145828.8,48,Laboratory,Female,Single,N/A,8,Mail Check,N/A
2487,44,6,Yes,$31.53 ,40,Salary,65582.4,57,Marketing,Female,Divorced,9,N/A,Direct_Deposit,N/A
2488,37,2,No,$94.05 ,40,Salary,335624,64,Laboratory,Male,Divorced,5,17,Mail Check,Yes
2489,36,3,Yes,$34.60 ,40,Salary,73368,52,Marketing,Female,Married,3,N/A,Mail Check,Yes
2490,22,1,Yes,$20.07 ,40,Salary,41745.6,32,Research,Female,Married,1,12,Mail_Check,N/A
2491,46,8,Yes,$87.28 ,40,Salary,281334.4,250,Sales,Female,Married,3,17,Mail Check,Yes
2492,39,8,Yes,$68.09 ,40,Salary,141627.2,65,Human Resources,Female,Divorced,3,24,Mail Check,Yes
2493,35,5,Yes,$30.99 ,40,Salary,64459.2,250,Research,Female,Single,5,21,Mailed Check,Yes
2494,49,17,No,$60.34 ,40,Salary,125507.2,-12,Healthcare,Female,Single,9,12,Mail Check,N/A
2495,39,2,Yes,$30.02 ,40,Salary,62441.6,53,Research,Female,Married,4,14,Mail Check,Yes
2496,26,3,No,$21.58 ,40,Salary,44886.4,36,Healthcare,Female,Married,3,14,Mail_Check,N/A
2497,32,2,No,$22.77 ,40,Salary,47361.6,250,Laboratory,Female,Single,3,9,Mail_Check,Yes
2498,40,2,Yes,$74.99 ,40,Salary,155979.2,250,Laboratory,Female,Divorced,5,14,DirectDeposit,Yes
2499,37,1,No,$26.82 ,40,Salary,55785.6,13,Marketing,Female,Single,2,25,Mailed Check,Yes
2500,24,1,Yes,$21.52 ,40,Salary,44761.6,44,Manufacturing,Male,Married,2,12,Mail Check,N/A
2501,30,6,Yes,$24.36 ,40,Salary,50668.8,69,Healthcare,Male,Married,2,19,Mailed Check,Yes
2502,34,1,No,$25.48 ,40,Salary,52998.4,42,Information Technology,Male,Married,3,24,Mail Check,Yes
2503,46,11,Yes,$50.87 ,40,Salary,105809.6,39,Manufacturing,Male,Married,N/A,15,Mail Check,Yes
2504,49,9,Yes,$95.59 ,40,Salary,338827.2,60,Sales,Female,Divorced,N/A,15,Mailed Check,Yes
2505,37,1,Yes,$30.36 ,40,Salary,63148.8,0,Research,Female,Divorced,1,19,Mail Check,Yes
2506,45,8,Yes,$62.46 ,40,Salary,129916.8,71,Marketing,Male,Single,8,N/A,DirectDeposit,N/A
2507,21,1,Yes,$22.71 ,40,Salary,47236.8,-5,Research,Female,Married,1,N/A,Mailed Check,N/A
2508,58,14,Yes,$74.31 ,40,Salary,154564.8,56,Manufacturing,Male,Divorced,8,11,Mail Check,Yes
2509,38,7,No,$56.87 ,40,Salary,128289.6,-5,Research,Female,Married,3,11,Mail Check,Yes
2510,50,18,Yes,$60.84 ,40,Salary,126547.2,38,Manufacturing,Male,Married,2,N/A,Mail Check,Yes
2511,59,6,Yes,$74.17 ,40,Salary,154273.6,-4,Sales,Female,Married,6,N/A,Mail Check,Yes
2512,59,15,No,$84.65 ,40,Salary,176072,25,Marketing,Female,Divorced,8,24,Mail Check,Yes
2513,38,1,No,$45.85 ,40,Salary,95368,89,Research,Female,Single,5,N/A,Mail Check,N/A
2514,43,7,Yes,$33.15 ,40,Salary,68952,10,Healthcare,Female,Married,8,25,Direct_Deposit,Yes
2515,51,13,No,$31.90 ,40,Salary,66352,10,Marketing,Female,Single,1,8,Mailed Check,Yes
2516,47,13,Yes,$84.93 ,40,Salary,176654.4,52,Manufacturing,Female,Single,3,23,Mailed Check,N/A
2517,52,5,No,$41.40 ,40,Salary,86112,71,Research,Male,Married,7,6,Mail Check,Yes
2518,49,10,Yes,$41.23 ,40,Salary,85758.4,89,Human Resources,Male,Single,7,12,Direct_Deposit,Yes
2519,39,4,No,$58.11 ,40,Salary,120868.8,83,Research,Female,Divorced,3,23,Mailed Check,Yes
2520,49,14,Yes,$59.23 ,40,Salary,123338.4,29,Human Resources,Male,Divorced,N/A,24,Mailed Check,Yes
2521,43,4,No,$33.81 ,40,Salary,41204.8,86,Marketing,Female,Married,5,9,Mail_Check,N/A
2522,49,10,No,$31.25 ,40,Salary,65000,11,Manufacturing,Male,Single,1,N/A,Mail Check,Yes
2523,53,7,Yes,$92.04 ,40,Salary,331443.2,65,Research,Female,Married,8,24,DirectDeposit,Yes
2524,48,18,No,$51.20 ,40,Salary,106496,16,Marketing,Male,Single,4,N/A,Direct_Deposit,N/A
2525,41,5,Yes,$49.08 ,40,Salary,102086.4,35,Sales,Male,Single,1,16,Mail Check,N/A
2526,38,9,Yes,$30.83 ,40,Salary,64126.4,-14,Research,Female,Divorced,1,17,Mail Check,N/A
2527,58,11,No,$32.73 ,40,Salary,68078.4,15,Sales,Female,Married,8,19,Mail Check,Yes
2528,53,17,No,$41.35 ,40,Salary,86008,-3,Human Resources,Male,Divorced,9,11,Direct_Deposit,Yes
2529,50,9,Yes,$84.38 ,40,Salary,175510.4,-15,Manufacturing,Female,Divorced,3,19,Mail Check,Yes
2530,22,1,Yes,$21.80 ,40,Salary,45344,14,Manufacturing,Male,Married,3,N/A,Direct Deposit,N/A
2531,48,8,No,$43.56 ,40,Salary,90604.8,54,Information Technology,Female,Divorced,4,21,Mailed Check,Yes
2532,37,8,Yes,$29.28 ,40,Salary,60902.4,58,Human Resources,Female,Married,1,19,Mailed Check,Yes
2533,43,3,Yes,$74.12 ,40,Salary,154169.6,250,Human Resources,Male,Single,9,13,DirectDeposit,N/A
2534,58,8,Yes,$39.17 ,40,Salary,81473.6,52,Healthcare,Male,Married,3,N/A,Direct_Deposit,Yes
2535,37,8,Yes,$50.98 ,40,Salary,106038.4,2,Research,Female,Single,5,25,Mailed Check,N/A
2536,39,4,No,$30.11 ,40,Salary,62628.8,42,Information Technology,Female,Single,3,N/A,Mail Check,Yes
2537,37,2,Yes,$37.26 ,40,Salary,77500.8,-3,Research,Female,Married,6,N/A,Direct_Deposit,Yes
2538,36,7,Yes,$28.52 ,40,Salary,59321.6,46,Sales,Female,Married,6,16,Direct Deposit,Yes
2539,31,9,Yes,$24.98 ,40,Salary,53358.4,58,Sales,Female,Divorced,2,16,Mailed Check,Yes
2540,28,6,No,$22.73 ,40,Salary,47278.4,87,Laboratory,Female,Single,1,22,Direct Deposit,Yes
2541,33,9,No,$23.76 ,40,Salary,49420.8,10,Human Resources,Female,Divorced,3,10,Direct_Deposit,Yes
2542,46,14,Yes,$64.26 ,40,Salary,133660.8,-2,Information Technology,Female,Single,6,17,Mail Check,N/A
2543,54,12,No,$48.09 ,40,Salary,100027.2,46,Sales,Male,Single,5,20,Mail Check,N/A
2544,32,1,Yes,$25.56 ,40,Salary,53164.8,67,Human Resources,Female,Single,3,19,Mail_Check,Yes
2545,49,5,No,$65.46 ,40,Salary,136156.8,47,Healthcare,Female,Divorced,N/A,5,Mailed Check,Yes
2546,54,15,Yes,$93.79 ,40,Salary,335083.2,-7,Laboratory,Male,Divorced,9,N/A,Mail Check,Yes
2547,61,18,No,$78.34 ,40,Salary,162947.2,75,Human Resources,Male,Divorced,5,12,Mail Check,Yes
2548,40,5,No,$28.25 ,40,Salary,58760,58,Manufacturing,Female,Single,9,15,Mail_Check,Yes
2549,42,10,No,$76.55 ,40,Salary,159224,32,Laboratory,Female,Single,4,N/A,Mail Check,N/A
2550,56,20,No,$38.15 ,40,Salary,79352,35,Research,Male,Single,2,17,Mailed Check,Yes
2551,49,20,No,$92.65 ,40,Salary,332712,250,Research,Male,Divorced,1,15,Mailed Check,Yes
2552,43,5,No,$55.28 ,40,Salary,114982.4,250,Sales,Male,Divorced,7,N/A,Mailed Check,Yes
2553,60,11,No,$92.67 ,40,Salary,332753.6,88,Information Technology,Female,Divorced,3,N/A,DirectDeposit,Yes
2554,53,8,No,$53.85 ,40,Salary,112008,-5,Sales,Female,Single,6,5,Mail Check,N/A
2555,25,3,Yes,$20.27 ,40,Salary,42161.6,60,Sales,Female,Single,1,23,Mail Check,Yes
2556,51,17,Yes,$73.45 ,40,Salary,152776,41,Research,Female,Divorced,3,20,Mail Check,Yes
2557,34,1,No,$25.26 ,40,Salary,52540.8,21,Research,Male,Married,2,N/A,Mail_Check,N/A
2558,56,13,Yes,$71.63 ,40,Salary,148990.4,72,Marketing,Female,Single,5,11,DirectDeposit,N/A
2559,44,13,No,$50.27 ,40,Salary,104561.6,5,Information Technology,Female,Married,9,7,Mailed Check,Yes
2560,44,8,No,$85.16 ,40,Salary,177132.8,-13,Research,Female,Divorced,5,23,Mail Check,Yes
2561,40,6,No,$39.28 ,40,Salary,81494.4,68,Laboratory,Male,Single,7,8,Mail Check,Yes
2562,60,11,No,$78.43 ,40,Salary,163134.4,68,Human Resources,Female,Single,4,24,Mail Check,N/A
2563,49,7,Yes,$89.71 ,40,Salary,286596.8,35,Sales,Female,Divorced,2,23,Mail Check,Yes
2564,37,7,No,$88.49 ,40,Salary,284059.2,33,Information Technology,Female,Single,1,6,Mail Check,N/A
2565,61,18,No,$74.89 ,40,Salary,155771.2,45,Healthcare,Female,Divorced,5,9,Mailed Check,Yes
2566,53,8,Yes,$32.23 ,40,Salary,67038.4,72,Research,Male,Divorced,5,6,Mail Check,N/A
2567,34,6,Yes,$27.23 ,40,Salary,56638.4,-3,Information Technology,Female,Single,6,15,Direct_Deposit,Yes
2568,60,15,Yes,$33.56 ,40,Salary,69804.8,63,Human Resources,Male,Married,5,21,Mailed Check,N/A
2569,37,6,No,$64.11 ,40,Salary,133348.8,80,Healthcare,Male,Divorced,5,N/A,Mail Check,Yes
2570,42,4,No,$49.62 ,40,Salary,103209.6,4,Information Technology,Male,Married,2,25,Mailed Check,Yes
2571,39,5,No,$45.31 ,40,Salary,94244.8,88,Research,Female,Married,6,N/A,Mailed Check,Yes
2572,61,12,No,$78.99 ,40,Salary,164299.2,-5,Human Resources,Female,Married,5,11,Mail Check,Yes
2573,40,7,No,$42.28 ,40,Salary,87734.4,69,Information Technology,Male,Single,N/A,7,Mail Check,Yes
2574,33,10,Yes,$26.35 ,40,Salary,54808,22,Laboratory,Male,Married,2,21,Mail_Check,N/A
2575,37,5,No,$85.49 ,40,Salary,177833.2,17,Information Technology,Female,Divorced,4,13,Mail Check,Yes
2576,26,3,No,$21.94 ,40,Salary,45635.2,73,Information Technology,Female,Married,1,23,Mail_Check,N/A
2577,43,6,Yes,$82.05 ,40,Salary,170664,59,Research,Female,Married,9,12,DirectDeposit,Yes
2578,24,1,Yes,$21.73 ,40,Salary,45338.4,71,Sales,Male,Married,2,12,Mailed Check,Yes
2579,59,18,No,$96.08 ,40,Salary,339846.4,66,Sales,Female,Married,5,N/A,Mailed Check,Yes
2580,29,5,No,$23.60 ,40,Salary,49088,250,Marketing,Female,Divorced,1,11,Mail_Check,N/A
2581,54,13,No,$68.08 ,40,Salary,141606.4,49,Human Resources,Female,Married,9,N/A,Mailed Check,Yes
2582,39,7,No,$93.16 ,40,Salary,333772.8,-8,Sales,Female,Divorced,6,N/A,Mail Check,Yes
2583,37,6,Yes,$34.85 ,40,Salary,72488,38,Sales,Female,Single,3,8,Mail Check,Yes
2584,58,17,No,$81.07 ,40,Salary,168625.6,42,Human Resources,Male,Divorced,3,23,Mail Check,Yes
2585,49,7,No,$34.75 ,40,Salary,72280,35,Sales,Female,Single,6,6,Direct_Deposit,Yes
2586,41,10,No,$54.64 ,40,Salary,113651.2,83,Human Resources,Female,Divorced,9,N/A,Mail Check,Yes
2587,49,5,No,$53.66 ,40,Salary,111612.8,77,Information Technology,Female,Single,8,21,Mailed Check,N/A
2588,24,1,Yes,$17.70 ,40,Salary,36816,-8,Sales,Female,Married,3,24,Mailed Check,N/A
2589,53,8,No,$47.40 ,40,Salary,98592,20,Research,Male,Single,3,N/A,Mailed Check,N/A
2590,41,3,Yes,$44.98 ,40,Salary,93558.4,16,Sales,Male,Married,2,5,Mailed Check,Yes
2591,61,11,No,$36.15 ,40,Salary,75332,-1,Sales,Female,Divorced,6,N/A,Direct_Deposit,Yes
2592,40,10,No,$42.66 ,40,Salary,88732.8,45,Sales,Female,Divorced,N/A,17,Mail Check,Yes
2593,41,9,No,$48.48 ,40,Salary,100838.4,250,Information Technology,Male,Divorced,8,21,Mail Check,Yes
2594,41,9,No,$82.83 ,40,Salary,172286.4,32,Research,Female,Divorced,1,5,Mailed Check,Yes
2595,56,9,Yes,$46.35 ,40,Salary,96408,26,Sales,Male,Divorced,1,5,Direct_Deposit,Yes
2596,21,1,Yes,$20.63 ,40,Salary,42910.4,-2,Marketing,Female,Married,3,22,Direct_Deposit,N/A
2597,53,20,No,$34.84 ,40,Salary,72467.2,-10,Human Resources,Female,Single,5,9,Mailed Check,Yes
2598,53,11,Yes,$63.09 ,40,Salary,131227.2,-8,Manufacturing,Female,Divorced,3,11,Mail Check,Yes
2599,31,2,No,$24.94 ,40,Salary,52875.2,15,Research,Male,Divorced,1,N/A,Mailed Check,N/A
2600,51,10,Yes,$72.85 ,40,Salary,151528,86,Marketing,Female,Divorced,7,23,DirectDeposit,Yes
2601,56,15,Yes,$95.60 ,40,Salary,338848,250,Sales,Female,Divorced,8,20,Mailed Check,Yes
2602,46,16,Yes,$42.07 ,40,Salary,87505.6,87,Manufacturing,Male,Divorced,5,9,Mail Check,Yes
2603,49,17,No,$81.28 ,40,Salary,169062.4,8,Marketing,Female,Divorced,2,6,Mail Check,Yes
2604,31,1,Yes,$23.77 ,40,Salary,49441.6,20,Human Resources,Male,Married,1,23,Mail_Check,N/A
2605,50,14,Yes,$50.10 ,40,Salary,104208,44,Information Technology,Female,Single,8,N/A,Mail Check,N/A
2606,43,5,Yes,$82.96 ,40,Salary,172556.8,87,Marketing,Female,Single,8,N/A,DirectDeposit,N/A
2607,36,6,Yes,$50.48 ,40,Salary,104998.4,46,Human Resources,Male,Single,6,12,Mail Check,N/A
2608,49,12,Yes,$96.75 ,40,Salary,201240,62,Marketing,Male,Divorced,6,22,Mail Check,Yes
2609,36,6,No,$73.86 ,40,Salary,153628.8,5,Healthcare,Male,Divorced,2,6,DirectDeposit,Yes
2610,58,5,No,$33.96 ,40,Salary,70636.8,-9,Sales,Male,Married,4,9,Mail Check,Yes
2611,42,8,Yes,$71.36 ,40,Salary,148428.8,250,Laboratory,Female,Divorced,3,8,Mail Check,Yes
2612,37,1,No,$53.68 ,40,Salary,111654.4,89,Research,Female,Married,4,15,Mail Check,Yes
2613,35,10,Yes,$26.24 ,40,Salary,54579.2,250,Information Technology,Male,Divorced,6,24,Mail_Check,N/A
2614,58,13,No,$35.98 ,40,Salary,74838.4,24,Healthcare,Male,Single,9,11,Mailed Check,Yes
2615,46,16,Yes,$37.13 ,40,Salary,77230.4,81,Sales,Male,Divorced,7,6,Mail Check,Yes
2616,40,9,Yes,$90.57 ,40,Salary,288385.6,12,Research,Male,Married,4,14,Mail Check,Yes
2617,25,3,Yes,$17.55 ,40,Salary,36504,24,Marketing,Male,Married,2,24,Mailed Check,N/A
2618,46,18,Yes,$55.96 ,40,Salary,116396.8,5,Laboratory,Male,Married,5,N/A,Mailed Check,Yes
2619,31,8,No,$23.79 ,40,Salary,49483.2,250,Sales,Female,Divorced,1,9,Direct Deposit,N/A
2620,48,10,Yes,$37.73 ,40,Salary,78478.4,1,Information Technology,Male,Single,5,5,Direct_Deposit,Yes
2621,61,17,No,$96.20 ,40,Salary,200096,59,Healthcare,Female,Single,9,N/A,MailedCheck,N/A
2622,60,12,Yes,$32.17 ,40,Salary,66913.6,68,Sales,Female,Divorced,N/A,6,Direct_Deposit,Yes
2623,48,12,No,$69.41 ,40,Salary,144372.8,39,Sales,Female,Divorced,7,17,Mail Check,Yes
2624,26,3,No,$20.03 ,40,Salary,41662.4,24,Research,Male,Married,2,21,Direct_Deposit,N/A
2625,21,1,Yes,$21.82 ,40,Salary,4385.6,37,Research,Male,Married,1,15,Mail Check,N/A
2626,41,2,Yes,$37.40 ,40,Salary,77792,55,Human Resources,Female,Divorced,4,9,Direct_Deposit,Yes
2627,43,2,No,$38.45 ,40,Salary,79976,250,Human Resources,Female,Married,4,N/A,Mail Check,Yes
2628,37,10,Yes,$83.81 ,40,Salary,174324.8,31,Research,Male,Divorced,1,N/A,Mail Check,Yes
2629,50,6,No,$89.59 ,40,Salary,286347.2,9,Manufacturing,Female,Divorced,5,5,Mail Check,Yes
2630,49,7,No,$80.80 ,40,Salary,168064,1,Manufacturing,Female,Married,8,N/A,Mail Check,Yes
2631,21,1,Yes,$22.27 ,40,Salary,5321.6,64,Research,Female,Married,2,5,Direct_Deposit,Yes
2632,38,1,Yes,$69.70 ,40,Salary,144976,26,Laboratory,Female,Single,3,25,Mail Check,N/A
2633,50,11,Yes,$73.86 ,40,Salary,153628.8,21,Sales,Male,Single,1,19,DirectDeposit,N/A
2634,46,12,No,$56.60 ,40,Salary,117728,68,Research,Female,Single,8,25,Direct_Deposit,N/A
2635,33,4,No,$30.97 ,40,Salary,64417.6,68,Human Resources,Male,Single,6,20,Mail Check,Yes
2636,39,4,No,$33.64 ,40,Salary,69971.2,75,Human Resources,Female,Married,5,11,Mail Check,Yes
2637,38,1,Yes,$29.06 ,40,Salary,60444.8,70,Human Resources,Female,Divorced,3,17,Mail Check,Yes
2638,43,3,Yes,$88.08 ,40,Salary,283206.4,17,Research,Female,Single,3,14,Mail Check,N/A
2639,57,18,No,$89.44 ,40,Salary,286035.2,57,Research,Female,Divorced,9,13,Mail Check,Yes
2640,47,6,Yes,$94.22 ,40,Salary,335977.6,57,Marketing,Male,Married,2,17,Mail Check,Yes
2641,34,10,Yes,$26.40 ,40,Salary,54912,78,Marketing,Female,Divorced,2,N/A,Mail_Check,N/A
2642,60,13,Yes,$45.06 ,40,Salary,93724.8,55,Healthcare,Female,Divorced,1,21,Mail Check,Yes
2643,41,5,Yes,$49.88 ,40,Salary,103750.4,86,Healthcare,Female,Married,7,9,Mail Check,Yes
2644,52,8,No,$33.58 ,40,Salary,40726.4,13,Healthcare,Male,Divorced,8,19,Mailed Check,N/A
2645,60,11,Yes,$63.67 ,40,Salary,132433.6,4,Marketing,Male,Married,6,15,Mail Check,Yes
2646,40,9,Yes,$88.87 ,40,Salary,284849.6,-7,Research,Male,Single,1,23,Mailed Check,N/A
2647,53,14,Yes,$96.57 ,40,Salary,200865.6,9,Sales,Female,Divorced,4,5,Mailed Check,Yes
2648,60,15,No,$85.33 ,40,Salary,177335.2,-13,Marketing,Female,Divorced,4,5,DirectDeposit,Yes
2649,56,15,Yes,$86.87 ,40,Salary,280689.6,250,Laboratory,Female,Single,4,20,Mail Check,N/A
2650,38,3,Yes,$45.56 ,40,Salary,94764.8,29,Manufacturing,Female,Married,5,15,Direct_Deposit,Yes
2651,61,19,No,$53.08 ,40,Salary,110406.4,250,Marketing,Female,Single,2,23,Direct_Deposit,N/A
2652,39,2,Yes,$80.13 ,40,Salary,166670.4,64,Research,Female,Divorced,4,20,Mailed Check,Yes
2653,35,1,No,$23.65 ,40,Salary,49332,68,Laboratory,Female,Single,6,14,Mail_Check,Yes
2654,44,14,No,$74.37 ,40,Salary,154689.6,65,Marketing,Female,Married,3,5,Mail Check,Yes
2655,48,15,No,$59.78 ,40,Salary,124342.4,-1,Sales,Male,Single,1,5,DirectDeposit,N/A
2656,45,5,No,$95.63 ,40,Salary,338910.4,-14,Sales,Female,Married,5,10,DirectDeposit,Yes
2657,44,10,No,$32.93 ,40,Salary,-9705.6,9,Marketing,Male,Divorced,7,6,Direct_Deposit,Yes
2658,46,16,Yes,$54.09 ,40,Salary,112507.2,20,Research,Male,Single,2,10,Mail Check,N/A
2659,40,9,Yes,$26.21 ,40,Salary,54516.8,40,Sales,Female,Divorced,6,24,Mailed Check,N/A
2660,44,15,No,$54.07 ,40,Salary,112465.6,25,Manufacturing,Male,Single,2,N/A,Mailed Check,N/A
2661,51,15,No,$56.71 ,40,Salary,117956.8,45,Laboratory,Male,Divorced,1,20,Mail Check,Yes
2662,40,9,No,$29.46 ,40,Salary,61276.8,52,Human Resources,Female,Single,3,25,Direct Deposit,Yes
2663,44,8,Yes,$76.36 ,40,Salary,158828.8,69,Research,Female,Divorced,2,25,Mailed Check,Yes
2664,59,7,Yes,$71.00 ,40,Salary,147680,26,Laboratory,Female,Single,1,N/A,Mailed Check,N/A
2665,49,9,No,$93.25 ,40,Salary,333960,84,Laboratory,Female,Single,N/A,9,DirectDeposit,N/A
2666,37,6,No,$26.83 ,40,Salary,55806.4,250,Sales,Female,Divorced,2,6,Mail Check,Yes
2667,26,3,No,$20.83 ,40,Salary,2326.4,99,Research,Female,Married,3,13,Mail Check,Yes
2668,55,11,No,$87.38 ,40,Salary,281750.4,84,Marketing,Female,Single,3,6,Mail Check,N/A
2669,41,4,Yes,$55.50 ,40,Salary,115440,59,Marketing,Female,Married,5,6,Mail Check,Yes
2670,52,14,No,$76.58 ,40,Salary,159286.4,45,Research,Female,Married,8,N/A,Mailed Check,Yes
2671,25,3,Yes,$20.27 ,40,Salary,42161.6,-11,Research,Male,Single,1,22,Mail_Check,Yes
2672,37,9,No,$28.49 ,40,Salary,38459.2,62,Healthcare,Female,Divorced,3,21,Mailed Check,Yes
2673,46,14,No,$34.58 ,40,Salary,73326.4,33,Healthcare,Female,Divorced,8,N/A,Mailed Check,Yes
2674,60,17,No,$68.79 ,40,Salary,143083.2,-1,Manufacturing,Male,Divorced,2,7,Mail Check,Yes
2675,41,6,Yes,$82.46 ,40,Salary,171516.8,89,Healthcare,Male,Single,9,13,DirectDeposit,N/A
2676,32,10,No,$24.52 ,40,Salary,51001.6,35,Information Technology,Female,Divorced,1,9,Mail Check,Yes
2677,51,14,No,$94.51 ,40,Salary,336580.8,41,Information Technology,Female,Divorced,7,22,Mail Check,Yes
2678,59,10,No,$85.48 ,40,Salary,177798.4,63,Laboratory,Female,Married,1,24,Mail Check,Yes
2679,38,8,No,$28.78 ,40,Salary,59862.4,78,Sales,Male,Single,4,21,Mail Check,Yes
2680,28,4,Yes,$23.48 ,40,Salary,48838.4,55,Sales,Male,Single,1,25,Mail_Check,Yes
2681,61,11,No,$55.06 ,40,Salary,114524.8,-10,Sales,Female,Single,5,10,Mail Check,N/A
2682,40,8,No,$47.47 ,40,Salary,98737.6,-5,Laboratory,Female,Single,9,N/A,Mail Check,N/A
2683,36,9,No,$32.49 ,40,Salary,67579.2,24,Sales,Female,Married,1,17,Mailed Check,Yes
2684,39,10,No,$91.67 ,40,Salary,330673.6,55,Research,Male,Divorced,3,22,Mail Check,Yes
2685,31,4,No,$24.69 ,40,Salary,51355.2,82,Sales,Female,Single,3,24,Direct Deposit,Yes
2686,49,19,No,$51.48 ,40,Salary,107078.4,-7,Sales,Female,Married,7,13,Mail Check,Yes
2687,37,3,Yes,$39.72 ,40,Salary,82617.6,0,Sales,Male,Married,2,19,Mail Check,Yes
2688,23,1,Yes,$22.68 ,40,Salary,47174.4,9,Laboratory,Female,Single,2,N/A,Mailed Check,Yes
2689,25,3,No,$22.68 ,40,Salary,47174.4,5,Sales,Male,Single,1,N/A,Mailed Check,N/A
2690,31,3,Yes,$24.78 ,40,Salary,51542.4,21,Sales,Female,Single,3,N/A,Mail Check,Yes
2691,53,7,Yes,$53.90 ,40,Salary,112112,3,Research,Female,Married,6,17,Direct_Deposit,Yes
2692,46,14,Yes,$52.15 ,40,Salary,108472,46,Marketing,Female,Divorced,6,12,Mailed Check,Yes
2693,48,13,No,$83.29 ,40,Salary,173243.2,91,Information Technology,Female,Married,3,21,DirectDeposit,Yes
2694,39,1,No,$63.63 ,40,Salary,132350.4,94,Sales,Male,Divorced,5,11,Mail Check,Yes
2695,49,13,Yes,$44.10 ,40,Salary,91728,-11,Marketing,Female,Married,3,N/A,Mail Check,Yes
2696,35,4,No,$29.76 ,40,Salary,63300.8,97,Research,Male,Single,2,N/A,Mailed Check,Yes
2697,53,8,No,$66.46 ,40,Salary,138236.8,85,Healthcare,Female,Divorced,6,N/A,Mail Check,Yes
2698,37,2,No,$28.43 ,40,Salary,59134.4,77,Manufacturing,Male,Married,6,25,Mail Check,Yes
2699,48,19,No,$84.98 ,40,Salary,176758.4,84,Healthcare,Female,Divorced,N/A,7,Mail Check,Yes
2700,55,19,No,$52.55 ,40,Salary,109304,53,Research,Male,Divorced,7,N/A,Mail Check,Yes
2701,52,6,Yes,$55.78 ,40,Salary,116022.4,7,Laboratory,Female,Single,7,N/A,Direct_Deposit,No
2702,50,20,Yes,$60.92 ,40,Salary,126713.6,-3,Sales,Female,Single,1,25,Mailed Check,N/A
2703,55,12,Yes,$88.31 ,40,Salary,283684.8,250,Marketing,Female,Married,N/A,6,Mailed Check,Yes
2704,60,13,No,$68.59 ,40,Salary,142667.2,88,Sales,Female,Single,5,15,DirectDeposit,No
2705,44,19,No,$85.08 ,40,Salary,176966.4,46,Marketing,Female,Married,4,21,Mailed Check,Yes
2706,37,9,Yes,$29.02 ,40,Salary,60361.6,15,Healthcare,Female,Single,2,14,Mail Check,Yes
2707,31,2,No,$30.78 ,40,Salary,64022.4,45,Manufacturing,Male,Single,1,24,Mail Check,Yes
2708,33,4,Yes,$24.55 ,40,Salary,51064,250,Human Resources,Male,Divorced,1,8,Mailed Check,No
2709,53,5,No,$71.03 ,40,Salary,147742.4,39,Laboratory,Female,Single,6,15,Mail Check,N/A
2710,31,8,No,$24.80 ,40,Salary,51584,69,Sales,Male,Single,3,N/A,Mail Check,Yes
